,x,y,e
0,60.12127003183812,1544.3214787685527,148.66993221153626
1,80.61055792914172,1978.04581198426,156.2601129183409
2,93.639195669756,2367.725914820272,187.49041997846922
3,97.27916591531289,2349.9886329880273,174.8643936672406
4,34.748390205635815,1024.7632244014237,177.5795783785295
5,26.927994541994863,929.5165517938736,133.41055226943863
6,52.919813434738955,1257.0462887135684,157.26840613771625
7,59.065623282198004,1488.7601660709286,148.64137905724954
8,67.79001187460818,1512.5406853264826,131.1833577616898
9,19.46801964366161,806.6422704882139,150.42339724764267
10,66.87932970325349,1708.3495328957936,130.25898597318584
11,91.08135909969376,2304.510201319932,140.29643806841753
12,90.53769396899963,2494.9396508467707,175.76229826660108
13,93.05211193840663,2461.2598633989414,168.69445750812108
14,91.16588458280579,2227.4810925418956,169.46872888816605
15,94.54844881847252,2414.9247203989135,130.5836746712551
16,14.284943266238752,351.7029014839636,135.8980870324778
17,90.60960078179941,2280.498401079233,126.95548424765047
18,33.866727094505094,995.3657746100544,131.72391228994985
19,38.218584721021685,859.2676833373619,131.95654079248573
20,50.35805320342073,1588.4810675658769,185.8970866338051
21,94.06467476067186,2173.4637606115357,181.74013934599975
22,63.247823433704234,1718.029519910457,138.4271498531554
23,41.037003065379245,1075.3767066921284,141.5394535556385
24,42.92587298464352,1361.1116793406468,185.94312892572782
25,89.63370701643872,2415.7351600429556,161.395852239483
26,82.36658600476542,1920.600624467018,148.74326278091408
27,22.10331938076588,481.2158273989139,154.89898150463668
28,31.884004221830835,914.6965641332749,142.69478477696964
29,42.73117769409309,1309.8214902926497,162.24865318333403
30,29.07329514553522,808.0635043502922,171.14707044607835
31,59.586394238798356,1445.9822603849857,157.97015046035898
32,29.680210875246303,971.4579062505715,177.13784580901972
33,60.59335568733576,1198.573886886923,132.70962160182938
34,92.37016668374457,2155.456417959069,163.50940675827687
35,84.68348584695556,1835.2330508286732,187.74702427078316
36,18.73518475126599,683.9627600734859,134.96216433168254
37,28.20762225659764,737.2060656838926,156.68826496965477
38,46.32193331923195,1066.8868073003323,165.1731238629415
39,66.85922674601377,1650.9616875032932,146.796847589301
40,44.017839929469886,927.007182743828,186.17796764905577
41,32.141888413938375,937.0731417138651,156.08377360306525
42,40.32999526732895,1013.0402616785387,155.66227750075353
43,27.953195614621613,778.1716136467569,182.2872806379762
44,85.84427131799609,2029.784878476084,126.59917382615082
45,71.35815068621292,1966.238061929678,180.1659879837343
46,46.17056101172297,1233.1979726020684,133.70580956947092
47,71.63796568247744,1886.4034898137359,149.4117766646177
48,55.736179938127904,1533.1744366123953,156.27504750306568
49,56.31107458195419,1345.4646870685463,155.52788616630335
